SEQID	qualifiers_product_list	number_product
PBI66098.barcode92	isocyanide-nrp	1
PBI66098.barcode92	lanthipeptide-class-i	1
PBI66098.barcode92	lanthipeptide-class-iii	1
PBI66098.barcode92	lassopeptide	3
PBI66098.barcode92	melanin	1
PBI66098.barcode92	other	1
PBI66098.barcode92	phosphonate	1
PBI66098.barcode92	terpene	6
PBI66098.barcode92	terpene-precursor	2
PBI66098.barcode92	triceptide	1
PBI66098.barcode93	CDPS	1
PBI66098.barcode93	NAPAA	1
PBI66098.barcode93	NI-siderophore	3
PBI66098.barcode93	NRPS	3
PBI66098.barcode93	NRPS-like	3
PBI66098.barcode93	RRE-containing	1
PBI66098.barcode93	RiPP-like	2
PBI66098.barcode93	T1PKS	4
PBI66098.barcode93	T2PKS	1
PBI66098.barcode93	T3PKS	3
PBI66098.barcode93	aminopolycarboxylic-acid	1
PBI66098.barcode93	atropopeptide	1
PBI66098.barcode93	azole-containing-RiPP	1
PBI66098.barcode93	butyrolactone	1
PBI66098.barcode93	hglE-KS	1
PBI66098.barcode93	hydrogen-cyanide	1
PBI66098.barcode93	lanthipeptide-class-ii	1
PBI66098.barcode93	lanthipeptide-class-iii	1
PBI66098.barcode93	melanin	2
PBI66098.barcode93	other	1
PBI66098.barcode93	phosphonate	1
PBI66098.barcode93	terpene	7
PBI66098.barcode93	terpene-precursor	2
PBI66098.barcode94	NAPAA	1
PBI66098.barcode94	NI-siderophore	3
PBI66098.barcode94	NRPS	3
PBI66098.barcode94	NRPS-like	1
PBI66098.barcode94	PKS-like	1
PBI66098.barcode94	RRE-containing	1
PBI66098.barcode94	RiPP-like	1
PBI66098.barcode94	T1PKS	6
PBI66098.barcode94	T2PKS	2
PBI66098.barcode94	T3PKS	1
PBI66098.barcode94	azole-containing-RiPP	2
PBI66098.barcode94	butyrolactone	3
PBI66098.barcode94	hglE-KS	1
PBI66098.barcode94	hydrogen-cyanide	1
PBI66098.barcode94	lanthipeptide-class-i	4
PBI66098.barcode94	lanthipeptide-class-ii	1
PBI66098.barcode94	lanthipeptide-class-iii	3
PBI66098.barcode94	melanin	1
PBI66098.barcode94	terpene	7
PBI66098.barcode94	terpene-precursor	3
PBI66098.barcode94	transAT-PKS	1
PBI66098.barcode95	NAPAA	2
PBI66098.barcode95	NI-siderophore	3
PBI66098.barcode95	NRPS	2
PBI66098.barcode95	NRPS-like	2
PBI66098.barcode95	RiPP-like	4
PBI66098.barcode95	T1PKS	2
PBI66098.barcode95	T2PKS	2
PBI66098.barcode95	butyrolactone	2
PBI66098.barcode95	ectoine	1
PBI66098.barcode95	hglE-KS	1
PBI66098.barcode95	hydrogen-cyanide	1
PBI66098.barcode95	lanthipeptide-class-iii	1
PBI66098.barcode95	melanin	1
PBI66098.barcode95	redox-cofactor	1
PBI66098.barcode95	terpene	8
PBI66098.barcode95	terpene-precursor	3
PBI66098.barcode95	thioamide-NRP	1
PBI66098.barcode96	NAPAA	3
PBI66098.barcode96	NI-siderophore	4
PBI66098.barcode96	NRPS	4
PBI66098.barcode96	NRPS-like	2
PBI66098.barcode96	RiPP-like	4
PBI66098.barcode96	T1PKS	4
PBI66098.barcode96	T2PKS	2
PBI66098.barcode96	T3PKS	3
PBI66098.barcode96	azoxy-crosslink	1
PBI66098.barcode96	butyrolactone	1
PBI66098.barcode96	darobactin	1
PBI66098.barcode96	ectoine	2
PBI66098.barcode96	hglE-KS	1
PBI66098.barcode96	hydrogen-cyanide	1
PBI66098.barcode96	indole	1
PBI66098.barcode96	lanthipeptide-class-i	1
PBI66098.barcode96	lanthipeptide-class-ii	1
PBI66098.barcode96	melanin	1
PBI66098.barcode96	redox-cofactor	2
PBI66098.barcode96	terpene	8
PBI66098.barcode96	terpene-precursor	2
PBI66098.barcode96	transAT-PKS	1
PBK85545.barcode01	NI-siderophore	1
PBK85545.barcode01	NRP-metallophore	1
PBK85545.barcode01	NRPS	4
PBK85545.barcode01	RiPP-like	3
PBK85545.barcode01	T1PKS	1
PBK85545.barcode01	azole-containing-RiPP	1
PBK85545.barcode01	betalactone	1
PBK85545.barcode01	lanthipeptide-class-ii	1
PBK85545.barcode01	lassopeptide	1
PBK85545.barcode01	terpene	1
PBK85545.barcode01	terpene-precursor	1
PBK85545.barcode02	NRPS	5
PBK85545.barcode02	PKS-like	1
PBK85545.barcode02	RiPP-like	3
PBK85545.barcode02	T1PKS	1
PBK85545.barcode02	arylpolyene	1
PBK85545.barcode02	lanthipeptide-class-ii	3
PBK85545.barcode02	redox-cofactor	1
PBK85545.barcode02	terpene-precursor	1
PBK85545.barcode02	transAT-PKS	2
PBK85545.barcode03	CDPS	2
PBK85545.barcode03	NAPAA	1
PBK85545.barcode03	NI-siderophore	3
PBK85545.barcode03	NRPS	3
PBK85545.barcode03	NRPS-like	2
PBK85545.barcode03	PKS-like	2
PBK85545.barcode03	RRE-containing	1
PBK85545.barcode03	RiPP-like	3
PBK85545.barcode03	T1PKS	2
PBK85545.barcode03	T2PKS	2
PBK85545.barcode03	amglyccycl	1
PBK85545.barcode03	azole-containing-RiPP	2
PBK85545.barcode03	butyrolactone	3
PBK85545.barcode03	hglE-KS	1
PBK85545.barcode03	hydrogen-cyanide	1
PBK85545.barcode03	lassopeptide	1
PBK85545.barcode03	melanin	1
PBK85545.barcode03	nucleoside	1
PBK85545.barcode03	other	1
PBK85545.barcode03	terpene	8
PBK85545.barcode03	terpene-precursor	3
PBK85545.barcode03	thioamitides	2
PBK85545.barcode03	triceptide	1
PBK85545.barcode04	NAGGN	1
PBK85545.barcode04	NRP-metallophore	2
PBK85545.barcode04	NRPS	5
PBK85545.barcode04	NRPS-like	1
PBK85545.barcode04	RiPP-like	5
PBK85545.barcode04	arylpolyene	1
PBK85545.barcode04	betalactone	1
PBK85545.barcode04	ectoine	1
PBK85545.barcode04	hydrogen-cyanide	2
PBK85545.barcode04	redox-cofactor	1
PBK85545.barcode04	terpene-precursor	1
PBK85545.barcode04	transAT-PKS	1
PBK85545.barcode05	HR-T2PKS	1
PBK85545.barcode05	NRP-metallophore	1
PBK85545.barcode05	NRPS	4
PBK85545.barcode05	PKS-like	1
PBK85545.barcode05	RiPP-like	2
PBK85545.barcode05	T3PKS	2
PBK85545.barcode05	betalactone	1
PBK85545.barcode05	lanthipeptide-class-ii	2
PBK85545.barcode05	other	1
PBK85545.barcode05	terpene	2
PBK85545.barcode05	terpene-precursor	2
PBK85545.barcode05	transAT-PKS	4
PBK85545.barcode06	NI-siderophore	1
PBK85545.barcode06	NRP-metallophore	1
PBK85545.barcode06	NRPS	4
PBK85545.barcode06	RRE-containing	1
PBK85545.barcode06	RiPP-like	2
PBK85545.barcode06	azole-containing-RiPP	1
PBK85545.barcode06	betalactone	1
PBK85545.barcode06	lanthipeptide-class-ii	1
PBK85545.barcode06	lassopeptide	1
PBK85545.barcode06	terpene	1
PBK85545.barcode06	terpene-precursor	1
PBK85545.barcode06	thioamide-NRP	1
PBK85545.barcode07	NI-siderophore	1
PBK85545.barcode07	RRE-containing	1
PBK85545.barcode07	RiPP-like	2
PBK85545.barcode07	T3PKS	1
PBK85545.barcode07	lassopeptide	1
PBK85545.barcode07	phosphonate	1
PBK85545.barcode07	terpene	3
PBK85545.barcode07	terpene-precursor	1
PBK85545.barcode08	NI-siderophore	1
PBK85545.barcode08	NRPS	7
PBK85545.barcode08	NRPS-like	1
PBK85545.barcode08	PKS-like	1
PBK85545.barcode08	T1PKS	1
PBK85545.barcode08	T3PKS	1
PBK85545.barcode08	cyclic-lactone-autoinducer	3
PBK85545.barcode08	lanthipeptide-class-ii	1
PBK85545.barcode08	lassopeptide	1
PBK85545.barcode08	phosphonate	1
PBK85545.barcode08	proteusin	1
PBK85545.barcode08	ranthipeptide	1
PBK85545.barcode08	terpene-precursor	2
PBK85545.barcode08	transAT-PKS	3
PBK85545.barcode09	NI-siderophore	1
PBK85545.barcode09	NRPS	7
PBK85545.barcode09	NRPS-like	1
PBK85545.barcode09	PKS-like	1
PBK85545.barcode09	T1PKS	1
PBK85545.barcode09	T3PKS	1
PBK85545.barcode09	cyclic-lactone-autoinducer	3
PBK85545.barcode09	lanthipeptide-class-ii	1
PBK85545.barcode09	lassopeptide	1
PBK85545.barcode09	phosphonate	1
PBK85545.barcode09	proteusin	1
PBK85545.barcode09	ranthipeptide	1
PBK85545.barcode09	terpene-precursor	2
PBK85545.barcode09	transAT-PKS	3
PBK85545.barcode10	NRPS	1
PBK85545.barcode10	NRPS-like	1
PBK85545.barcode10	T3PKS	1
PBK85545.barcode10	terpene	1
PBK85545.barcode10	terpene-precursor	1
PBK85545.barcode11	NAGGN	1
PBK85545.barcode11	NI-siderophore	2
PBK85545.barcode11	NRPS-like	1
PBK85545.barcode11	RiPP-like	2
PBK85545.barcode11	T1PKS	1
PBK85545.barcode11	arylpolyene	1
PBK85545.barcode11	betalactone	1
PBK85545.barcode11	hserlactone	1
PBK85545.barcode11	hydrogen-cyanide	2
PBK85545.barcode11	ranthipeptide	1
PBK85545.barcode11	redox-cofactor	2
PBK85545.barcode11	terpene-precursor	1
PBK85545.barcode12	NI-siderophore	1
PBK85545.barcode12	NRP-metallophore	1
PBK85545.barcode12	NRPS	2
PBK85545.barcode12	RRE-containing	1
PBK85545.barcode12	RiPP-like	1
PBK85545.barcode12	T3PKS	1
PBK85545.barcode12	betalactone	2
PBK85545.barcode12	other	1
PBK85545.barcode12	ranthipeptide	1
PBK85545.barcode12	sactipeptide	1
PBK85545.barcode12	terpene	2
PBK85545.barcode12	terpene-precursor	1
PBK85545.barcode13	HR-T2PKS	1
PBK85545.barcode13	NI-siderophore	1
PBK85545.barcode13	NRP-metallophore	1
PBK85545.barcode13	NRPS	2
PBK85545.barcode13	NRPS-like	1
PBK85545.barcode13	RRE-containing	1
PBK85545.barcode13	RiPP-like	1
PBK85545.barcode13	T3PKS	1
PBK85545.barcode13	betalactone	2
PBK85545.barcode13	other	1
PBK85545.barcode13	ranthipeptide	1
PBK85545.barcode13	sactipeptide	1
PBK85545.barcode13	terpene	2
PBK85545.barcode13	terpene-precursor	2
PBK85545.barcode14	NAGGN	1
PBK85545.barcode14	NI-siderophore	1
PBK85545.barcode14	NRP-metallophore	1
PBK85545.barcode14	NRPS	2
PBK85545.barcode14	NRPS-like	1
PBK85545.barcode14	RiPP-like	4
PBK85545.barcode14	arylpolyene	1
PBK85545.barcode14	betalactone	1
PBK85545.barcode14	butyrolactone	1
PBK85545.barcode14	hserlactone	1
PBK85545.barcode14	hydrogen-cyanide	1
PBK85545.barcode14	isocyanide	1
PBK85545.barcode14	lanthipeptide-class-ii	1
PBK85545.barcode14	redox-cofactor	2
PBK85545.barcode14	terpene-precursor	1
PBK85545.barcode15	HR-T2PKS	2
PBK85545.barcode15	NAPAA	1
PBK85545.barcode15	NI-siderophore	1
PBK85545.barcode15	NRP-metallophore	2
PBK85545.barcode15	NRPS	10
PBK85545.barcode15	NRPS-like	4
PBK85545.barcode15	RiPP-like	4
PBK85545.barcode15	T1PKS	6
PBK85545.barcode15	T2PKS	4
PBK85545.barcode15	T3PKS	1
PBK85545.barcode15	atropopeptide	1
PBK85545.barcode15	butyrolactone	1
PBK85545.barcode15	ectoine	1
PBK85545.barcode15	hglE-KS	1
PBK85545.barcode15	hydrogen-cyanide	1
PBK85545.barcode15	lanthipeptide-class-ii	2
PBK85545.barcode15	lassopeptide	1
PBK85545.barcode15	terpene	6
PBK85545.barcode15	terpene-precursor	2
PBK85545.barcode15	transAT-PKS	1
PBK85545.barcode16	NAGGN	2
PBK85545.barcode16	NRP-metallophore	3
PBK85545.barcode16	NRPS	5
PBK85545.barcode16	NRPS-like	3
PBK85545.barcode16	RiPP-like	6
PBK85545.barcode16	arylpolyene	1
PBK85545.barcode16	hydrogen-cyanide	2
PBK85545.barcode16	redox-cofactor	2
PBK85545.barcode16	terpene-precursor	2
PBK85545.barcode17	CDPS	1
PBK85545.barcode17	HR-T2PKS	1
PBK85545.barcode17	NAPAA	1
PBK85545.barcode17	NI-siderophore	3
PBK85545.barcode17	NRPS	4
PBK85545.barcode17	NRPS-like	2
PBK85545.barcode17	RiPP-like	3
PBK85545.barcode17	T1PKS	6
PBK85545.barcode17	T2PKS	2
PBK85545.barcode17	T3PKS	1
PBK85545.barcode17	arylpolyene	2
PBK85545.barcode17	blactam	1
PBK85545.barcode17	butyrolactone	1
PBK85545.barcode17	ectoine	2
PBK85545.barcode17	hglE-KS	1
PBK85545.barcode17	hydrogen-cyanide	2
PBK85545.barcode17	lanthipeptide-class-ii	1
PBK85545.barcode17	lanthipeptide-class-iii	2
PBK85545.barcode17	melanin	1
PBK85545.barcode17	other	1
PBK85545.barcode17	redox-cofactor	1
PBK85545.barcode17	terpene	5
PBK85545.barcode17	terpene-precursor	2
PBK85545.barcode17	thioamide-NRP	1
PBK85545.barcode18	CDPS	1
PBK85545.barcode18	NAPAA	1
PBK85545.barcode18	NI-siderophore	3
PBK85545.barcode18	NRP-metallophore	1
PBK85545.barcode18	NRPS	8
PBK85545.barcode18	NRPS-like	5
PBK85545.barcode18	PKS-like	2
PBK85545.barcode18	RiPP-like	2
PBK85545.barcode18	T1PKS	4
PBK85545.barcode18	T2PKS	1
PBK85545.barcode18	T3PKS	1
PBK85545.barcode18	azoxy-crosslink	1
PBK85545.barcode18	betalactone	1
PBK85545.barcode18	butyrolactone	2
PBK85545.barcode18	hglE-KS	1
PBK85545.barcode18	hydrogen-cyanide	1
PBK85545.barcode18	lanthipeptide-class-iii	1
PBK85545.barcode18	melanin	1
PBK85545.barcode18	methanobactin	1
PBK85545.barcode18	terpene	6
PBK85545.barcode18	terpene-precursor	2
PBK85545.barcode19	CDPS	1
PBK85545.barcode19	NAPAA	1
PBK85545.barcode19	NI-siderophore	2
PBK85545.barcode19	NRPS-like	2
PBK85545.barcode19	PKS-like	3
PBK85545.barcode19	RiPP-like	4
PBK85545.barcode19	T2PKS	3
PBK85545.barcode19	T3PKS	3
PBK85545.barcode19	atropopeptide	1
PBK85545.barcode19	azole-containing-RiPP	1
PBK85545.barcode19	betalactone	2
PBK85545.barcode19	butyrolactone	2
PBK85545.barcode19	ectoine	1
PBK85545.barcode19	hydrogen-cyanide	1
PBK85545.barcode19	melanin	1
PBK85545.barcode19	terpene	5
PBK85545.barcode19	terpene-precursor	1
PBK85545.barcode20	CDPS	2
PBK85545.barcode20	NAPAA	1
PBK85545.barcode20	NI-siderophore	3
PBK85545.barcode20	NRPS	4
PBK85545.barcode20	NRPS-like	3
PBK85545.barcode20	PKS-like	2
PBK85545.barcode20	RRE-containing	1
PBK85545.barcode20	RiPP-like	2
PBK85545.barcode20	T1PKS	6
PBK85545.barcode20	T2PKS	1
PBK85545.barcode20	T3PKS	3
PBK85545.barcode20	aminopolycarboxylic-acid	1
PBK85545.barcode20	atropopeptide	1
PBK85545.barcode20	azole-containing-RiPP	1
PBK85545.barcode20	betalactone	2
PBK85545.barcode20	butyrolactone	1
PBK85545.barcode20	hglE-KS	1
PBK85545.barcode20	hydrogen-cyanide	1
PBK85545.barcode20	lanthipeptide-class-ii	1
PBK85545.barcode20	lanthipeptide-class-iii	1
PBK85545.barcode20	melanin	3
PBK85545.barcode20	other	1
PBK85545.barcode20	phosphonate	1
PBK85545.barcode20	terpene	7
PBK85545.barcode20	terpene-precursor	3
PBK85545.barcode20	thioamitides	1
PBK85545.barcode21	CDPS	1
PBK85545.barcode21	NAPAA	1
PBK85545.barcode21	NI-siderophore	3
PBK85545.barcode21	NRP-metallophore	1
PBK85545.barcode21	NRPS	8
PBK85545.barcode21	NRPS-like	5
PBK85545.barcode21	PKS-like	2
PBK85545.barcode21	RiPP-like	1
PBK85545.barcode21	T1PKS	4
PBK85545.barcode21	T2PKS	1
PBK85545.barcode21	T3PKS	1
PBK85545.barcode21	azoxy-crosslink	1
PBK85545.barcode21	betalactone	1
PBK85545.barcode21	butyrolactone	2
PBK85545.barcode21	ectoine	1
PBK85545.barcode21	hglE-KS	1
PBK85545.barcode21	hydrogen-cyanide	1
PBK85545.barcode21	lanthipeptide-class-i	2
PBK85545.barcode21	lanthipeptide-class-iii	1
PBK85545.barcode21	melanin	1
PBK85545.barcode21	methanobactin	1
PBK85545.barcode21	terpene	6
PBK85545.barcode21	terpene-precursor	2
PBK85545.barcode23	CDPS	3
PBK85545.barcode23	HR-T2PKS	1
PBK85545.barcode23	NAPAA	1
PBK85545.barcode23	NI-siderophore	4
PBK85545.barcode23	NRPS	5
PBK85545.barcode23	NRPS-like	5
PBK85545.barcode23	PKS-like	4
PBK85545.barcode23	RiPP-like	2
PBK85545.barcode23	T1PKS	6
PBK85545.barcode23	T2PKS	1
PBK85545.barcode23	T3PKS	3
PBK85545.barcode23	butyrolactone	2
PBK85545.barcode23	ectoine	1
PBK85545.barcode23	hglE-KS	1
PBK85545.barcode23	hydrogen-cyanide	1
PBK85545.barcode23	indole	1
PBK85545.barcode23	lanthipeptide-class-iv	1
PBK85545.barcode23	melanin	1
PBK85545.barcode23	other	3
PBK85545.barcode23	phenazine	2
PBK85545.barcode23	phosphonate	1
PBK85545.barcode23	redox-cofactor	1
PBK85545.barcode23	terpene	7
PBK85545.barcode23	terpene-precursor	2
PBK85545.barcode23	thioamitides	1
PBK85545.barcode23	triceptide	1
PBK85545.barcode24	NI-siderophore	2
PBK85545.barcode24	NRP-metallophore	1
PBK85545.barcode24	NRPS	8
PBK85545.barcode24	NRPS-like	5
PBK85545.barcode24	RiPP-like	3
PBK85545.barcode24	T1PKS	5
PBK85545.barcode24	T2PKS	1
PBK85545.barcode24	T3PKS	4
PBK85545.barcode24	arylpolyene	1
PBK85545.barcode24	azole-containing-RiPP	1
PBK85545.barcode24	betalactone	1
PBK85545.barcode24	butyrolactone	2
PBK85545.barcode24	ectoine	4
PBK85545.barcode24	hydrogen-cyanide	1
PBK85545.barcode24	lanthipeptide-class-ii	1
PBK85545.barcode24	lanthipeptide-class-iii	2
PBK85545.barcode24	lassopeptide	1
PBK85545.barcode24	linaridin	1
PBK85545.barcode24	melanin	2
PBK85545.barcode24	terpene	6
PBK85545.barcode24	terpene-precursor	4
PBK85545.barcode24	transAT-PKS	2
PBK85545.barcode24	triceptide	1
PBK85545.barcode25	CDPS	1
PBK85545.barcode25	NAPAA	2
PBK85545.barcode25	NI-siderophore	3
PBK85545.barcode25	NRPS	6
PBK85545.barcode25	NRPS-like	6
PBK85545.barcode25	PKS-like	2
PBK85545.barcode25	RiPP-like	2
PBK85545.barcode25	T1PKS	5
PBK85545.barcode25	T2PKS	1
PBK85545.barcode25	T3PKS	1
PBK85545.barcode25	arylpolyene	2
PBK85545.barcode25	azole-containing-RiPP	1
PBK85545.barcode25	butyrolactone	3
PBK85545.barcode25	ectoine	1
PBK85545.barcode25	furan	1
PBK85545.barcode25	hydrogen-cyanide	1
PBK85545.barcode25	lanthipeptide-class-i	2
PBK85545.barcode25	lanthipeptide-class-ii	1
PBK85545.barcode25	lanthipeptide-class-iii	2
PBK85545.barcode25	lanthipeptide-class-iv	1
PBK85545.barcode25	melanin	2
PBK85545.barcode25	phenazine	1
PBK85545.barcode25	proteusin	1
PBK85545.barcode25	terpene	10
PBK85545.barcode25	terpene-precursor	4
PBK85545.barcode26	CDPS	1
PBK85545.barcode26	NAPAA	2
PBK85545.barcode26	NI-siderophore	3
PBK85545.barcode26	NRPS	6
PBK85545.barcode26	NRPS-like	6
PBK85545.barcode26	PKS-like	2
PBK85545.barcode26	RiPP-like	2
PBK85545.barcode26	T1PKS	5
PBK85545.barcode26	T2PKS	1
PBK85545.barcode26	T3PKS	1
PBK85545.barcode26	arylpolyene	2
PBK85545.barcode26	azole-containing-RiPP	1
PBK85545.barcode26	butyrolactone	3
PBK85545.barcode26	ectoine	1
PBK85545.barcode26	furan	1
PBK85545.barcode26	hydrogen-cyanide	1
PBK85545.barcode26	lanthipeptide-class-i	2
PBK85545.barcode26	lanthipeptide-class-ii	1
PBK85545.barcode26	lanthipeptide-class-iii	2
PBK85545.barcode26	lanthipeptide-class-iv	2
PBK85545.barcode26	melanin	2
PBK85545.barcode26	phenazine	1
PBK85545.barcode26	proteusin	1
PBK85545.barcode26	terpene	10
PBK85545.barcode26	terpene-precursor	4
PBK85545.barcode27	2dos	1
PBK85545.barcode27	NAPAA	1
PBK85545.barcode27	NI-siderophore	3
PBK85545.barcode27	NRP-metallophore	1
PBK85545.barcode27	NRPS	5
PBK85545.barcode27	NRPS-like	1
PBK85545.barcode27	RiPP-like	3
PBK85545.barcode27	T1PKS	3
PBK85545.barcode27	T2PKS	1
PBK85545.barcode27	T3PKS	4
PBK85545.barcode27	amglyccycl	1
PBK85545.barcode27	butyrolactone	1
PBK85545.barcode27	ectoine	1
PBK85545.barcode27	hglE-KS	1
PBK85545.barcode27	hydrogen-cyanide	1
PBK85545.barcode27	indole	1
PBK85545.barcode27	lanthipeptide-class-iii	1
PBK85545.barcode27	lanthipeptide-class-iv	1
PBK85545.barcode27	melanin	2
PBK85545.barcode27	other	1
PBK85545.barcode27	phenazine	2
PBK85545.barcode27	terpene	6
PBK85545.barcode27	terpene-precursor	3
PBK85545.barcode28	CDPS	1
PBK85545.barcode28	NAPAA	1
PBK85545.barcode28	NRPS	3
PBK85545.barcode28	NRPS-like	1
PBK85545.barcode28	RiPP-like	2
PBK85545.barcode28	T1PKS	1
PBK85545.barcode28	arylpolyene	1
PBK85545.barcode28	betalactone	1
PBK85545.barcode28	hserlactone	1
PBK85545.barcode28	hydrogen-cyanide	2
PBK85545.barcode28	phosphonate	1
PBK85545.barcode28	redox-cofactor	1
PBK85545.barcode28	resorcinol	1
PBK85545.barcode28	terpene	1
PBK85545.barcode28	terpene-precursor	2
PBK85545.barcode29	NAPAA	1
PBK85545.barcode29	NI-siderophore	1
PBK85545.barcode29	NRP-metallophore	1
PBK85545.barcode29	NRPS	1
PBK85545.barcode29	RiPP-like	2
PBK85545.barcode29	arylpolyene	2
PBK85545.barcode29	redox-cofactor	1
PBK85545.barcode29	terpene-precursor	1
PBK85545.barcode30	NAPAA	2
PBK85545.barcode30	NI-siderophore	4
PBK85545.barcode30	NRP-metallophore	1
PBK85545.barcode30	NRPS	1
PBK85545.barcode30	NRPS-like	2
PBK85545.barcode30	PKS-like	1
PBK85545.barcode30	RRE-containing	1
PBK85545.barcode30	RiPP-like	4
PBK85545.barcode30	T1PKS	4
PBK85545.barcode30	T2PKS	2
PBK85545.barcode30	betalactone	3
PBK85545.barcode30	butyrolactone	3
PBK85545.barcode30	ectoine	1
PBK85545.barcode30	hglE-KS	1
PBK85545.barcode30	hydrogen-cyanide	2
PBK85545.barcode30	lanthipeptide-class-i	1
PBK85545.barcode30	lassopeptide	1
PBK85545.barcode30	redox-cofactor	1
PBK85545.barcode30	terpene	8
PBK85545.barcode30	terpene-precursor	4
PBK85545.barcode31	NI-siderophore	1
PBK85545.barcode31	NRP-metallophore	2
PBK85545.barcode31	NRPS	5
PBK85545.barcode31	NRPS-like	2
PBK85545.barcode31	PKS-like	1
PBK85545.barcode31	RiPP-like	2
PBK85545.barcode31	T1PKS	5
PBK85545.barcode31	T2PKS	1
PBK85545.barcode31	azole-containing-RiPP	1
PBK85545.barcode31	benzoxazole	1
PBK85545.barcode31	betalactone	1
PBK85545.barcode31	butyrolactone	1
PBK85545.barcode31	ectoine	1
PBK85545.barcode31	hglE-KS	1
PBK85545.barcode31	hydrogen-cyanide	2
PBK85545.barcode31	lanthipeptide-class-ii	1
PBK85545.barcode31	lanthipeptide-class-iii	2
PBK85545.barcode31	melanin	1
PBK85545.barcode31	other	1
PBK85545.barcode31	terpene	6
PBK85545.barcode31	terpene-precursor	3
PBK85545.barcode31	thioamitides	1
PBK85545.barcode32	NI-siderophore	1
PBK85545.barcode32	NRPS	7
PBK85545.barcode32	NRPS-like	2
PBK85545.barcode32	PKS-like	1
PBK85545.barcode32	RRE-containing	1
PBK85545.barcode32	T3PKS	1
PBK85545.barcode32	cyclic-lactone-autoinducer	3
PBK85545.barcode32	lanthipeptide-class-i	1
PBK85545.barcode32	lassopeptide	1
PBK85545.barcode32	phosphonate	1
PBK85545.barcode32	proteusin	1
PBK85545.barcode32	terpene-precursor	2
PBK85545.barcode32	transAT-PKS	4
PBK85545.barcode33	NAPAA	1
PBK85545.barcode33	NI-siderophore	2
PBK85545.barcode33	NRP-metallophore	1
PBK85545.barcode33	NRPS	14
PBK85545.barcode33	NRPS-like	7
PBK85545.barcode33	RRE-containing	1
PBK85545.barcode33	RiPP-like	4
PBK85545.barcode33	T1PKS	9
PBK85545.barcode33	T2PKS	4
PBK85545.barcode33	T3PKS	3
PBK85545.barcode33	atropopeptide	1
PBK85545.barcode33	butyrolactone	1
PBK85545.barcode33	hglE-KS	1
PBK85545.barcode33	hydrogen-cyanide	1
PBK85545.barcode33	lanthipeptide-class-ii	1
PBK85545.barcode33	lanthipeptide-class-iv	1
PBK85545.barcode33	melanin	1
PBK85545.barcode33	other	1
PBK85545.barcode33	phenazine	1
PBK85545.barcode33	phosphonate	1
PBK85545.barcode33	redox-cofactor	1
PBK85545.barcode33	terpene	8
PBK85545.barcode33	terpene-precursor	4
PBK85545.barcode34	CDPS	2
PBK85545.barcode34	HR-T2PKS	1
PBK85545.barcode34	NAPAA	2
PBK85545.barcode34	NI-siderophore	2
PBK85545.barcode34	NRP-metallophore	1
PBK85545.barcode34	NRPS	5
PBK85545.barcode34	RRE-containing	1
PBK85545.barcode34	RiPP-like	1
PBK85545.barcode34	T1PKS	3
PBK85545.barcode34	T2PKS	2
PBK85545.barcode34	T3PKS	2
PBK85545.barcode34	amglyccycl	1
PBK85545.barcode34	arylpolyene	2
PBK85545.barcode34	betalactone	1
PBK85545.barcode34	butyrolactone	4
PBK85545.barcode34	ectoine	1
PBK85545.barcode34	hglE-KS	1
PBK85545.barcode34	hydrogen-cyanide	1
PBK85545.barcode34	indole	1
PBK85545.barcode34	lanthipeptide-class-i	1
PBK85545.barcode34	lanthipeptide-class-iii	2
PBK85545.barcode34	lanthipeptide-class-iv	2
PBK85545.barcode34	lassopeptide	1
PBK85545.barcode34	melanin	1
PBK85545.barcode34	other	1
PBK85545.barcode34	phenazine	1
PBK85545.barcode34	terpene	8
PBK85545.barcode34	terpene-precursor	5
PBK85545.barcode34	thioamitides	2
PBK85545.barcode35	NAGGN	1
PBK85545.barcode35	NRP-metallophore	1
PBK85545.barcode35	NRPS	2
PBK85545.barcode35	NRPS-like	1
PBK85545.barcode35	RiPP-like	2
PBK85545.barcode35	arylpolyene	1
PBK85545.barcode35	betalactone	1
PBK85545.barcode35	ranthipeptide	1
PBK85545.barcode35	redox-cofactor	2
PBK85545.barcode35	terpene-precursor	2
PBK85545.barcode36	NI-siderophore	1
PBK85545.barcode36	NRPS	1
PBK85545.barcode36	PKS-like	1
PBK85545.barcode36	RiPP-like	1
PBK85545.barcode36	T3PKS	2
PBK85545.barcode36	arylpolyene	2
PBK85545.barcode36	betalactone	1
PBK85545.barcode36	ranthipeptide	1
PBK85545.barcode36	resorcinol	1
PBK85545.barcode36	terpene	3
PBK85545.barcode36	transAT-PKS	1
PBK85545.barcode37	NAPAA	1
PBK85545.barcode37	NI-siderophore	3
PBK85545.barcode37	NRPS	3
PBK85545.barcode37	NRPS-like	1
PBK85545.barcode37	PKS-like	1
PBK85545.barcode37	RRE-containing	1
PBK85545.barcode37	RiPP-like	1
PBK85545.barcode37	T1PKS	6
PBK85545.barcode37	T2PKS	1
PBK85545.barcode37	T3PKS	1
PBK85545.barcode37	azole-containing-RiPP	1
PBK85545.barcode37	butyrolactone	3
PBK85545.barcode37	hglE-KS	1
PBK85545.barcode37	hydrogen-cyanide	1
PBK85545.barcode37	lanthipeptide-class-i	4
PBK85545.barcode37	lanthipeptide-class-ii	1
